,user,Tweet Text,location
330,ZidiiPTI,"RT @Master_PTI: A person who stood firm in the face of falsehood.
Who was fired from his job for supporting the right.
Who always motivated…",تنہائی 
331,Ali_ahussain,"RT @GreenEy66517851: No sir now we are very well informed first time ever in the history of Pakistan
#امپورٹڈ_حکومت_نامنظور 
#DGISPR https:…",
332,HamdardPakistan,"RT @MirMAKOfficial: 8 Million Tweets. Let that sink in

E I G H T M I L L I O N 

#امپورٹڈ_حکومت_نامنظور 

If this did not make history the…",United Kingdom
333,ranaadnan5,RT @ImranKhanRiaz1: It seems like there is nothing that can stop Pakistanis from going to PTI Rallies against the Imported Government! Tota…,
334,ZairaZehra1,"RT @Naseem_khera: Just Retweet Don't Ask Why 
#امپورٹڈ_حکومت_نامنظور https://t.co/zyNZK0ISJ9",
335,zubi941,"RT @durrenajaf313: Although things are not going in the right direction except for public confidence in IK, the actual motivation is that w…",
336,skhuram74,RT @zafariqbal_1: Joke of the century #امپورٹڈ_حکومت_نامنظور https://t.co/X974Qw4QBW,"Ile-de-France, France"
337,904Zohaib,"RT @Uman_00: Hazrat Muhammad (S.A.W) is our role model.
We are proud to be Muslims &amp; Imran Khan is the real face of Muslims ❤️

#امپورٹڈ_حک…","Lahore, Pakistan"
338,TBajwa7,Pakhtoon usually known as strong hearted but a Pakhtoon brother is crying on Imran Khan’s speech in Peshawar Jalsa… https://t.co/pGKyeEgFmA,"لاہور, پاکستان"
339,aliasghar190438,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK","Punjab, Pakistan"
340,HannanK64880040,"RT @PTIofficial: Shireen Mazari( @ShireenMazari1 ) talks about the foreign conspiracy happened in Pakistan 
#امپورٹڈ_حکومت_نامنظور https://…",
341,HuzaifaAsif74,"RT @PTIofficial: Chairman PTI @ImranKhanPTI earlier today, in Bani Gala. Imran Khan will be in Peshawar today. 
#امپورٹڈ_حکومت_نامنظور http…",
342,MShahDirvian,"RT @arslankhalid_m: Statement
#امپورٹڈ_حکومت_نامنظور https://t.co/mI8qyUMbDk",In your mind
343,SadamHu57825914,"RT @AJShafquat: “patriotic youth” like @arslankhalid_m  were an “asset” for the nation.🇵🇰

#امپورٹڈ_حکومت_نامنظور 

https://t.co/ZG61REwvET",
344,farhans85851131,"RT @AJShafquat: “patriotic youth” like @arslankhalid_m  were an “asset” for the nation.🇵🇰

#امپورٹڈ_حکومت_نامنظور 

https://t.co/ZG61REwvET",
345,ArsalArsalmax,"RT @PTIofficial: Shireen Mazari( @ShireenMazari1 ) talks about the foreign conspiracy happened in Pakistan 
#امپورٹڈ_حکومت_نامنظور https://…",Pakistan
346,AnsarKHANNiazi8,"RT @Tufailmalik4: #سازش_نہیں_مداخلت
#امپورٹڈ_حکومت_نامنظور 
Conspiracy Vs interference is like he is not dead but not anymore!! https://t.c…",Mianwali 
347,MuhammadFaraz2,RT @fawadchaudhry: #امپورٹڈ_حکومت_نامنظور #Respect ⁦@OfficialDGISPR⁩ and now our demand  is Judicial commission https://t.co/ixHrvdu8zj,
348,NayaPak16358965,"RT @Candid_Human: Imran Khan is not just a Leader , I get inspiration from him as how to struggle in life and mend it in your way , his com…",
349,behindYouCapt,"RT @Maepoleon: ""I didn't choose the thug life, the thug life chose me""
                         - Tupac Shakur
#امپورٹڈ_حکومت_نامنظور https…",
350,abbira_malik,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,
351,DilbarLawangeen,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…",Pakistan
352,abuasadhamza786,"RT @MohsinRazzaq992: Yes please decide all cases pertaining to all parties including PML, PPP, MQM for better justice. Even investigate fun…",
353,muneeb_momi,"RT @PTIofficial: Shireen Mazari( @ShireenMazari1 ) talks about the foreign conspiracy happened in Pakistan 
#امپورٹڈ_حکومت_نامنظور https://…","Multan, Pakistan"
354,kiran78081263,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK",Pakistan
355,SaadiQabil,"RT @Shbazgillfan: Wake up my nation it's time to make a history
Otherwise you will be again throw over there in the feet of virtual God 💔🙏…",
356,asif2021,"RT @PTIofficial: Please only use the bank accounts in this thread for donations to PTI

A/c Title: Pakistan Tehreek-e-Insaf
A/c No.0602-790…",City of Flower's 
357,spy_spiderman,RT @Awesome50134305: Ye unk liye joh kehtey Hain absolutely fraud.Hope of Islamic countries and the leader of Islamic republic of Pakistan.…,"Bavaria, Germany"
358,rehan_ahmed92,"RT @MirMAKOfficial: 8 Million Tweets. Let that sink in

E I G H T M I L L I O N 

#امپورٹڈ_حکومت_نامنظور 

If this did not make history the…",unknown
359,UmerAli62195484,"RT @Abrar_views: #سازش_نہیں_مداخلت
#امپورٹڈ_حکومت_نامنظور 
One is allowed to interfere but not to conspire!!!
Logic! https://t.co/uAmn6c8lcn",
360,jkbellforever,"RT @ptiik12: Allah SWT protect you
 ALL say Ameen
#امپورٹڈ_حکومت_نامنظور https://t.co/7BrNiGUjOR",
361,ImranKh77430582,"RT @JaMaLLodhi1: Patistani's are not beggers we will show u soon In Sha Allah... Pakistan Zindabad 🇵🇰❤️
#امپورٹڈ_حکومت_نامنظور
#سازش_نہیں_م…",Senegal
362,jugnimuqaddas,"RT @Shbazgillfan: This is difficult yaaar,  i mean our opposite gender can tell 😂😂😂😂😁😁

#امپورٹڈ_حکومت_نامنظور https://t.co/DAJ4vaLLvK",
363,rckles123,"@MirMAKOfficial We are standing with PMIK

#امپورٹڈ_حکومت_نامنظور
#امپورٹڈ_گورمنٹ_نامنظور",پاکستان
364,uppalqasim,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK",Pakistan Sheikhupura
365,MaliaKhan16,RT @fawadchaudhry: #امپورٹڈ_حکومت_نامنظور #Respect ⁦@OfficialDGISPR⁩ and now our demand  is Judicial commission https://t.co/ixHrvdu8zj,
366,BaqirA1i,RT @PTIofficial: “The phases of the conspiracy keeps going on. When Imran Khan was the PM he didn’t hesitate from responding to the threats…,
367,nassermalek,"RT @tweetsby_bravo: ❤️This picture has my heart

#امپورٹڈ_حکومت_نامنظور https://t.co/54vgKJj5T5",
368,HakoomatNa,"RT @Waji_Tweet: Imran Khan is more aggressive 🔥now because he has seen the true enemies of Pakistan, the judiciary and secret hands will no…",
369,Sulekkhan,"@Haqeeqat_TV We have been hearing this since last 60 years or more. 

#امپورٹڈ_حکومت_نامنظور",
370,xs2mwaqas,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…",fsd
371,RealYasir__Khan,"It's worldwide, our hashtag is trending in Oman, UAE, Kuwait, Qatar and other Gulf Countries.

From all over the wo… https://t.co/nCKG1rPcwK",Pakistan
372,d4CNovC801Ogx4S,"RT @saeedKhan95654: We will take your freedom. Your father will also give you freedom
ہم لے کی رہیگی آزادی
 تیرے باپ بھی دیگا آزادی
#امپورٹ…","دبي, الامارات العربية المتحدة"
373,Shabbir22458166,"RT @TariqMe07510420: DG ISPR said that Latter is there from USA,the interference is there by USA,,
PM Sir,are you ready to resign now,?????…",
374,sAllarkhAn13,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK",Pakistan
375,abuasadhamza786,RT @IrfanKh20463448: Chairman PTI @ImranKhanPTI at the historic Peshawar Jalsa. Thank you Peshawar! #امپورٹڈ_حکومت_نامنظور https://t.co/f1u…,
376,EngrAfra,"RT @Abrar_views: #سازش_نہیں_مداخلت
#امپورٹڈ_حکومت_نامنظور 
Conspiracy Vs interference is like he is not dead but not anymore!!!! https://t.…",
377,usman_najmal,"RT @Salmanmpti: “Bravery is standing with the truth and right” ― Imran Khan 
#امپورٹڈ_حکومت_نامنظور https://t.co/xKV4jAnTli",
378,rimshaa__,"RT @junaiz98: ""Youth is ill-informed""

Dear DG ISPR! 

This is insult!The youth is very well informed. This isn't 70's, this is 2022! They'…","Rawalpindi, Pakistan"
379,mehfoozalii,RT @ArtistInWarTime: This didn't age well..  #امپورٹڈ_حکومت_نامنظور #سازش_نہیں_مداخلت https://t.co/hBMjWkArjm,Out of league
380,sibghatmian,"RT @hiraimran91: Salute to all these brave journalists for standing against imported government.

#امپورٹڈ_حکومت_نامنظور
#سازش_نہیں_مداخلت…",
381,leadBluee,"RT @IrfanMustafaPak: This is Major Haris beaten by Saad Rafeeq's guards with steel rodes, broken his arm! Is this the Pakistan we have to l…",United States Of America.
382,khalidh69662611,"RT @7akuzab: These emotions are real. I have seen people myself. They stand with the great leader. We want our leader back.

#امپورٹڈ_حکومت…","Karachi, Pakistan"
383,LahoreWali_,"Spread the words. Make it reach out to maximum people. 

Everyone should come out on streets for the بقا of Pakista… https://t.co/QUkw051vLx",United States of Pakistan 
384,MAliSayyan1,#سازش_نہیں_مداخلت press conference  #امپورٹڈ_حکومت_نامنظور https://t.co/NYZ7p3x5t9,
385,UsamAHa37193853,"RT @AliHZaidiPTI: What’s the confusion about🤷🏻‍♂️

#امپورٹڈ_حکومت_نامنظور https://t.co/1eIxe36NeC",
386,NayaPak16358965,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…",
387,shahzadali2615,"RT @Iam_Zai13: Imported government not acceptable
#امپورٹڈ_حکومت_نامنظور","Lahore, Pakistan"
388,jahangerbhatti,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…","Punjab, Pakistan"
389,aliiforyou,"RT @DrMuradPTI: Must listen. Sohail Waraich in 19 Seconds. This is all Allah’s doing. Allah Al Haq Hey. 
#امپورٹڈ_حکومت_نامنظور 
#ImranKhan…",🏠
390,ThePakNarrative,"RT @BleedGreenKP: Heart writching pic 
#امپورٹڈ_حکومت_نامنظور 
#سازش_نہیں_مداخلت https://t.co/uVdctSJ4b0",
391,Alisha70600446,"RT @PTI_Tigers7: Maturity is when PDM realized k Imran Khan power sai bahir aa kr zyda powerful hain...&gt;&gt;&gt;&gt;♥️✨🇵🇰#امپورٹڈ_حکومت_نامنظور
#baj…",
392,javedamafhh13,"RT @AliHZaidiPTI: What’s the confusion about🤷🏻‍♂️

#امپورٹڈ_حکومت_نامنظور https://t.co/1eIxe36NeC",
393,noorie015,"RT @junaiz98: ""Youth is ill-informed""

Dear DG ISPR! 

This is insult!The youth is very well informed. This isn't 70's, this is 2022! They'…","Peshawar, Pakistan"
394,behindYouCapt,"RT @SamheWorld: May Allah protect our khan and Paksitan from all the animals , traitors etc.
#امپورٹڈ_حکومت_نامنظور
#سازش_نہیں_مداخلت 
#ساز…",
395,bilalsarwarkha4,"RT @kalsoomyawar: Har Pakistani Ki Aawaz.🇵🇰
Beggars Can't Be Leader.🤬
#امپورٹڈ_حکومت_نامنظور https://t.co/NscwOQ1oL8",
396,ZairaZehra1,"RT @EKohee: #امپورٹڈ_حکومت_نامنظور
Retweet &amp; Comment ""Ameen"" https://t.co/QSX5lOTu8t",
397,ArsalanAliShan1,"RT @PTIofficial: Shireen Mazari( @ShireenMazari1 ) talks about the foreign conspiracy happened in Pakistan 
#امپورٹڈ_حکومت_نامنظور https://…",
398,SohaibM54024473,"RT @ShahidZameer: Although things are not going in the right direction except for public confidence in IK, the actual motivation is that wh…","Ajman, United Arab Emirates"
399,ImranKh77430582,"RT @death_raider77: What is the meaning of Pakistan ? Pakistan is based on the ""KALMA"" and this word gives us freedom to think and speak
Ke…",Senegal
400,umerafzaal12,@SumairaJajja @PMO_PK @CMShehbaz Keep up this trend guys. #امپورٹڈ_حکومت_نامنظور,
401,Bilalkhan615,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,"Karachi, Pakistan"
402,WaqasKhan046,"RT @MaleehaHashmey: @arifhameed15 Haha! Ustaad e Mohtaram Bhatti sb! - I read it exactly how you would have said it, for sure! 😂 - See you…","Kasur, Pakistan"
403,FurqanKhan_Real,"RT @Engr_Naveed111: Foreign Funding Case against PTI is nothing but a piece of crap. 

Rumors of banning PTI are there since 2017.

Suppose…","Multan, Pakistan"
404,usaf_khan1975,"RT @Abrar_views: #سازش_نہیں_مداخلت
#امپورٹڈ_حکومت_نامنظور 
Conspiracy Vs interference is like he is not dead but not anymore!!!! https://t.…",Pakistan 
405,parsashayk,"RT @NaveedB58193665: Who can defeat the nation who has such courageous, honest and loyal people among them. May Allah protect u all fightin…",
406,amjad_hisham,"RT @Abdullah6877685: Wake up my nation it's time to make a history
Otherwise you will be again throw over there in the feet of virtual God…",United kingdom
407,Yerdalam,"RT @PTIofficial: Shireen Mazari( @ShireenMazari1 ) talks about the foreign conspiracy happened in Pakistan 
#امپورٹڈ_حکومت_نامنظور https://…",آگے دیکھو
408,AhmadQadeer1998,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…",
409,Niazi___777,RT @Loyalist_Pk1: After listening to @BBhuttoZardari stupidest response on dynasty politics in Pakistan I am ashamed. He is probably our fu…,
410,SyedAnw98124328,"RT @PTIofficial: Shireen Mazari( @ShireenMazari1 ) talks about the foreign conspiracy happened in Pakistan 
#امپورٹڈ_حکومت_نامنظور https://…","Karachi, Pakistan"
411,abuasadhamza786,"RT @Muhamma02320346: #امپورٹڈ_حکومت_نامنظور
Love for only imrankhan https://t.co/FkL5TyyeTS",
412,MAsrar91980405,RT @ImranKhanRiaz1: The resignations of 123 members of the Pakistan Tehreek-e-Insaf (PTI) Assembly have been accepted by the Acting Speaker…,
413,LFC_DEEMAN,"#امپورٹڈ_حکومت_نامنظور 

Go to hell Bastard https://t.co/kbCyBGkET2",Pakistan 💚 London
414,Israr_hisbani97,RT @PTIofficial: This is Pakistan standing up for its sovereignty! Are you watching America? #امپورٹڈ_حکومت_نامنظور https://t.co/lyHvx7hlk3,
415,MSaeedAdil,RT @Shbazgillfan: We stand by our BRAVE &amp; HONEST leader #امپورٹڈ_حکومت_نامنظور https://t.co/rYLzw7LN2T,
416,SaniaMirrrr,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,
417,AnsarKHANNiazi8,RT @KaliwalYam: You can fool some of the people some of the time but you cannot fool all of the people all of the time. We are watching and…,Mianwali 
418,Sunny50447288,RT @PTIofficial: “The phases of the conspiracy keeps going on. When Imran Khan was the PM he didn’t hesitate from responding to the threats…,
419,Zaibk12,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK",
420,waqarakif,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…",Lahore Pakistan
421,qazi54,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…",United States
422,d4CNovC801Ogx4S,"RT @ReverseTweep: Sedha sedha kuch nai hota jeevan main….. its all a circle….vicious circle

 #امپورٹڈ_حکومت_نامنظور https://t.co/RytGD1DXNj","دبي, الامارات العربية المتحدة"
423,MlanageeMalik,RT @PTIofficial: “The phases of the conspiracy keeps going on. When Imran Khan was the PM he didn’t hesitate from responding to the threats…,"Mailsi, Pakistan"
424,Al_Aeenulhassan,"RT @Sufia__J: #امپورٹڈ_حکومت_نامنظور
#BehindYouSkipper 

Long live Imran Khan 🇵🇰
May every hurdle will remove and win is always yours
Ameen…",Hamara payara pakistan. 
425,MNaveedK2,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,Pakistan
426,JavaidYousaf6,RT @syedsaalaar: Beautiful short clip must watch #امپورٹڈ_حکومت_نامنظور https://t.co/ApsCOHXzzw,"Punjab, Pakistan"
427,usmanKh64171381,"RT @MaddyWithKhan: You think everyone can't see your plan, to use the foreign funding case and disqualify Imran Khan &amp; ban PTI. You're play…",
428,FarazHussain06,RT @Non_graata: ARY taking ISPR and army to the cleaners. Asks why DG ISPR kept asking not to drag army into political matters when DG ISPR…,"Sydney, New South Wales"
429,OwaisShahid4,"RT @FahadFrankly: @MaddyWithKhan Imran khan is teaching them how to do politics based on National Interests not imported  Interests.

#امپو…",
430,BahawalJanjua1,"RT @Wasim_Wazir: “Youth is not well informed.” DGISPR 

This is an insult 

#امپورٹڈ_حکومت_نامنظور",
431,MK_PK17,"RT @MujeebKhanPTI: The National Anthem of our Pakistan at the historic Peshawar Jalsa yesterday. 🇵🇰
#امپورٹڈ_حکومت_نامنظور https://t.co/jL4…",Pakistan & Worldwide
432,DarkScott,"RT @iMAmirkhi: We are Ready My Leader Karachi starts welcoming you from now on we are waiting for your words InshaAllah.
#سازش_نہیں_مداخلت…","Rawalpindi, Pakistan."
433,MZubir45135433,"RT @islamicworld70: PTi is going to be banned by Supreme Court New Plan By Establishment

#سازش_نہیں_مداخلت 
 #امپورٹڈ_حکومت_نامنظور https:…","Multan, Pakistan"
434,manikhan79,RT @PTIofficial: Chairman PTI @ImranKhanPTI at the historic Peshawar Jalsa. Thank you Peshawar! #امپورٹڈ_حکومت_نامنظور https://t.co/bRcVx8x…,
435,NayaPak16358965,"RT @DrMuradPTI: Must listen. Sohail Waraich in 19 Seconds. This is all Allah’s doing. Allah Al Haq Hey. 
#امپورٹڈ_حکومت_نامنظور 
#ImranKhan…",
436,powersourceelec,"RT @hjavaid9234: This is the language of face of my Army. Neutrals please stop this mess and ho for election. Please get a grip.
@OfficialD…",Abu Dhabi United arab Emirates
437,AliHaider_KWT,RT @PTIofficial: This video gives us goosebumps every time we see it. The love and admiration for Chairman Imran Khan is unprecedented!  #ا…,
438,naunehalshah,"RT @Uman_00: In 2020 We Youth are well aware 

In 2022 We are Not Well Informed 💔

#امپورٹڈ_حکومت_نامنظور https://t.co/Yke4F6ctHK",pakistan
439,faheemhira,"Conduct election now 9
#امپورٹڈ_حکومت_نامنظور",
440,Kashifmahmood85,RT @Shbazgillfan: Majority of good honest Muslims are with you IMRAN Khan we want you back may ALLAH protect you and keeps you in His Hifzo…,
441,ibrikhan,"RT @StarTrick13: @SdqJaan یہ تو اب اس امپورٹڈ حکومت کے خاتمے کے بعد ہی نیچے آئے گا۔
Sir I'm a patriotic Pakistani living overseas. I loved…","Sydney, New South Wales"
442,K_Jii234,"RT @27thLetterrr: War is when the government tells you who the bad guy is. Revolution is when you decide it for yourself.
~Benjamin Frankli…",
443,Eithad4,RT @Awesome50134305: Ye unk liye joh kehtey Hain absolutely fraud.Hope of Islamic countries and the leader of Islamic republic of Pakistan.…,Alger                         
444,zain_099,"RT @SMubeen11: Retweet &amp; Comment ""Ameen""
#امپورٹڈ_حکومت_نامنظور https://t.co/3bryS0kdWE",
445,MickyRelentless,"RT @Engr_Naveed111: That’s how they fool innocent masss , Test Run of the Busses was scheduled in April , same was announced in February.…",
446,2021Kamran,"RT @Jannat_Imaam: Excuse me sir @OfficialDGISPR. What is this?
Can you answer us please?
#امپورٹڈ_حکومت_نامنظور https://t.co/eFAvz2vX2M",
447,DilbarLawangeen,"RT @AJShafquat: “patriotic youth” like @arslankhalid_m  were an “asset” for the nation.🇵🇰

#امپورٹڈ_حکومت_نامنظور 

https://t.co/ZG61REwvET",Pakistan
448,abpathan,"RT @DrMuradPTI: Must listen. Sohail Waraich in 19 Seconds. This is all Allah’s doing. Allah Al Haq Hey. 
#امپورٹڈ_حکومت_نامنظور 
#ImranKhan…",PAK|DUBAI ||Not on Facebook||
449,JamalSh03407285,"RT @junaiz98: ""Youth is ill-informed""

Dear DG ISPR! 

This is insult!The youth is very well informed. This isn't 70's, this is 2022! They'…",
450,abuasadhamza786,"RT @zulfiqar_yz: I wasn’t dangerous when I was in power, but will be now, says Imran Khan
#امپورٹڈ_حکومت_نامنظور https://t.co/0MDrQvBsYs",
451,RizwanK22976015,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,"Lahore, Pakistan"
452,_i_am_abdullah_,"RT @PTIofficial: Shireen Mazari( @ShireenMazari1 ) talks about the foreign conspiracy happened in Pakistan 
#امپورٹڈ_حکومت_نامنظور https://…","Lahore, Pakistan"
453,rashidgorayam,RT @AsadullahPatha4: @MirMAKOfficial Mafia &amp; their supporters will disqualify PTI &amp; leadership through election commission on foriegn fundi…,"Toronto, Ontario"
454,DrMadPTI,"RT @RGujjar_1: #امپورٹڈ_حکومت_نامنظور
My foreign policy was for my nation, I am not ready to sacrifice my nation for anyone else.
IMRAN KHA…","Punjab, Pakistan"
455,BhangSaeen,"RT @ptipromote1: ❤ Picture of the Day

#امپورٹڈ_حکومت_نامنظور https://t.co/Fe5RW8wEnr",سائیں جو بھنگ جو ڈیرو
456,SaweraShah16,"RT @Khalid_Yousfzia: This is difficult yaaar,  i mean our opposite gender can tell 😂😂😂😂😁😁

#امپورٹڈ_حکومت_نامنظور 
#سازش_نہیں_مداخلت https:…",
457,ranaadnan5,RT @PTIofficial: Dr.@SaniaNishtar had explained few months ago the benefits of Koy Bhooka Na Soye and Langar Khana. Today the imported gove…,
458,ummesalaar,"RT @FahadFrankly: @MaddyWithKhan Imran khan is teaching them how to do politics based on National Interests not imported  Interests.

#امپو…","Rainhill, England"
459,904Zohaib,"RT @sahi9211: “Bravery is standing with the truth and right” ― @ImranKhanPTI  
#امپورٹڈ_حکومت_نامنظور https://t.co/DC2C65SIZ0","Lahore, Pakistan"
460,AnsarKHANNiazi8,"RT @Abdulhadi051: Salute to all these brave journalists for standing against imported government.

@ImranRiazKhan
#امپورٹڈ_حکومت_نامنظور
#س…",Mianwali 
461,adnanmehmood867,"RT @kalsoomyawar: Har Pakistani Ki Aawaz.🇵🇰
Beggars Can't Be Leader.🤬
#امپورٹڈ_حکومت_نامنظور https://t.co/NscwOQ1oL8",
462,zeeshan_hasni,"RT @tausseef: As reported by @ARYNEWSOFFICIAL , guards of Salman Rafique ( Nleague) beat up a car driver for some incident of road rage. Co…",Pakistan
463,IsmailHParacha,"RT @wajiha_salman: This is a new trend on Facebook and people are participating. 

This has become unstoppable movement now. 

#امپورٹڈ_حکو…",Pakistan
464,AFBAH786,"RT @kalsoomyawar: Har Pakistani Ki Aawaz.🇵🇰
Beggars Can't Be Leader.🤬
#امپورٹڈ_حکومت_نامنظور https://t.co/NscwOQ1oL8",
465,parsashayk,"RT @jdofficials3: Me trying to understand the Difference between ""Sazish"" and 
""Mudakhlat""😂🤣
@ImranRiazKhan and @SdqJaan
Aapko to pta hoga…",
466,behindYouCapt,RT @aamiramjad: Noon league k paise phir zaya #امپورٹڈ_حکومت_نامنظور,
467,akhtar_farnaz,RT @Shbazgillfan: Majority of good honest Muslims are with you IMRAN Khan we want you back may ALLAH protect you and keeps you in His Hifzo…,
468,Mahboob78997859,"RT @PTIofficial: Chairman PTI @ImranKhanPTI earlier today, in Bani Gala. Imran Khan will be in Peshawar today. 
#امپورٹڈ_حکومت_نامنظور http…",
469,ImranKh77430582,"RT @MahreenGulTariq: Don't confuse us with words ""SAZISH"" / ""MUDAKHLAT"" We know whats going on we want ELECTIONS NOW! 

If Imran Khan had d…",Senegal
470,sohailanwer61,"RT @MirMAKOfficial: Breaking News:

Harvard Medical Review is sending a 7 people medical research team to investigate direct correlation be…","Lahore, Pakistan"
471,jugnimuqaddas,"RT @TariqMe07510420: DG ISPR said that Latter is there from USA,the interference is there by USA,,
PM Sir,are you ready to resign now,?????…",
472,Niazi___777,"RT @Abrar_views: #سازش_نہیں_مداخلت
#امپورٹڈ_حکومت_نامنظور 
Once a truthful is always a truthful!! https://t.co/TtIKjyk5aF",
473,shj137,"@Ali58943234 @RehamKhan1 Our Army is Our Pride !!
#امپورٹڈ_حکومت_نامنظور",
474,nassermalek,"RT @kalsoomyawar: Har Pakistani Ki Aawaz.🇵🇰
Beggars Can't Be Leader.🤬
#امپورٹڈ_حکومت_نامنظور https://t.co/NscwOQ1oL8",
475,_Hassan_Gillani,RT @PTIofficial: Dr.@SaniaNishtar had explained few months ago the benefits of Koy Bhooka Na Soye and Langar Khana. Today the imported gove…,
476,UzmaSal89226874,We stand for our respecte and dignity #امپورٹڈ_حکومت_نامنظور since:2022-04-06_17:14:05_UTC,
477,TheNaveedAli,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,Pakistan
478,RazaOlakh,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK",Pakistan
479,BasitKh78839187,RT @fawadchaudhry: #امپورٹڈ_حکومت_نامنظور #Respect ⁦@OfficialDGISPR⁩ and now our demand  is Judicial commission https://t.co/ixHrvdu8zj,
480,Israr_hisbani97,RT @farhanabbasi06: We stand by our BRAVE &amp; HONEST leader #امپورٹڈ_حکومت_نامنظور https://t.co/uV8mfrcMqV,
481,waqarakif,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK",Lahore Pakistan
482,MuhammadNabigh2,"guys lets do this
#امپورٹڈ_حکومت_نامنظور",
483,FawadRahim1,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,"Peshawar, Pakistan"
484,IamKamranAwan,"RT @TBajwa7: Big protest by Pakistanis in Copenhagen, Denmark against imported Government.
#امپورٹڈ_حکومت_نامنظور https://t.co/Omlymtylov","Haripur, Pakistan"
485,ejazmuhammad,Imported Govt not accepted  #امپورٹڈ_حکومت_نامنظور,London
486,Hassansaeed945,lumber one 🤣#امپورٹڈ_حکومت_نامنظور,پاکستانGujranwala
487,Talhaar75354803,"RT @AJShafquat: “patriotic youth” like @arslankhalid_m  were an “asset” for the nation.🇵🇰

#امپورٹڈ_حکومت_نامنظور 

https://t.co/ZG61REwvET",
488,abuasadhamza786,"RT @Zahida_Niazi14: Already started crushing initiatives taken for the poor
Ladies and Gentlemen 
Purana Pakistan
#امپورٹڈ_حکومت_نامنظور ht…",
489,d4CNovC801Ogx4S,RT @QazikhanPTI: beautiful response to anchor person by  one of our brother #امپورٹڈ_حکومت_نامنظور https://t.co/bhwRzODET3,"دبي, الامارات العربية المتحدة"
490,HeyAmmar5,"RT @Wasim_Wazir: “Youth is not well informed.” DGISPR 

This is an insult 

#امپورٹڈ_حکومت_نامنظور",   لاہوڑ
491,UsmanAli_me,"RT @zartajgulwazir0: He teaches us the lesson of sovereignty , ideology and to live independent not to depending on others on Europe ,, he…",Toronto
492,gejaange,"RT @TBajwa7: Big protest by Pakistanis in Copenhagen, Denmark against imported Government.
#امپورٹڈ_حکومت_نامنظور https://t.co/Omlymtylov",
493,SARMAD_WAQAS,"@ShehryarAfridi1 #saamatv #GeoNews #dunianews #24news #92news are being given huge money to blackout, the thing peo… https://t.co/id0qawY1JE",United Arab Emirates
494,JanjuaBillal,"RT @NaikRooh: Not well-informed Overseas Pakistanis are protesting in Copenhagen, Denmark #امپورٹڈ_حکومت_نامنظور https://t.co/gZfI4gBQBi",Pakistan
495,Cryptoonline6,"RT @khattak6015: So basically they're trying to justify the ouster of Imran Khan.
#سازش_نہیں_مداخلت 
#امپورٹڈ_حکومت_نامنظور https://t.co/vD…",#امپورٹڈ_حکومت_نامنظور
